position,prev_uuid,uuid,fork_uuid,status,mandate_id
1,534a2a54-695f-5609-b3be-9be0d3b368a1,c365ee75-5bd5-5a58-8cb7-27eb80d6b4f2,9562db9b-4094-5148-b049-defa275b59d2,PENDING,
1,534a2a54-695f-5609-b3be-9be0d3b368a1,30258b21-dcea-51c2-9fd5-9ef4537270a6,c69fe786-73a3-53a6-b04a-7d6840509b82,PENDING,
1,c7acc099-3d70-5090-8a72-9a2e2e7fb634,b77d5b12-93da-55ae-b483-f6eb34e0fe4c,cc59fe7a-ab1c-5fe4-8851-e25d59ac7ab5,PENDING,
1,c7acc099-3d70-5090-8a72-9a2e2e7fb634,4a0d8ee4-1e49-5903-be73-243174abbe01,fb69f2e8-9a33-50e0-a465-a207d02d4dc8,QUALIFIED,d9b6345e7a1d0d97
